X,Area,Year,Date,Type,Sub.Area,Address,AddressArea,coordinates,latitude,longitude,BuildingType,LandArea,Pricepsf,Price,BuiltUp,State,CityArea.km2.,City.Town.Village,school.normalised,Population,CPI,Pop.Density,dis_Klcenter_km,time_Klcenter_min,dis_airport_km,time_airport_min,min_dist_hospital_2km,min_dist_school_2km,dist_conv_store_2km,dist_train_10km,dist_min_police_2km,dist_bus_500m,no_hospital_2km,no_train_station_10km,no_conv_store_2km,no_manufacturing_1km,no_manufacturing_500,no_police_2km,no_bus_station_500m,no_school_1km
1469,PETALING JAYA,1994,6/29/1994,Industrial,THE HIGHWAY CENTRE,JALAN 51/205THE HIGHWAY CENTRE,"JALAN 51/205THE HIGHWAY CENTRE, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,MULTI-STOREY FACTORY,3122,186,579515,NA,NA,NA,NA,NA,NA,NA,NA,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,16,1,1,NA,
1470,PETALING JAYA,1994,6/29/1994,Industrial,THE HIGHWAY CENTRE,JALAN 51/205THE HIGHWAY CENTRE,"JALAN 51/205THE HIGHWAY CENTRE, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,MULTI-STOREY FACTORY,2949,197,579515,NA,NA,NA,NA,NA,NA,NA,NA,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,16,1,1,NA,
1471,PETALING JAYA,1994,6/29/1994,Industrial,THE HIGHWAY CENTRE,JALAN 51/205THE HIGHWAY CENTRE,"JALAN 51/205THE HIGHWAY CENTRE, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,MULTI-STOREY FACTORY,3122,186,579515,NA,NA,NA,NA,NA,NA,NA,NA,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,16,1,1,NA,
1473,PETALING JAYA,2008,2/26/2008,Industrial,TAMAN DESARIA,JALAN PJS 5/26,"JALAN PJS 5/26, PETALING JAYA",2.9724144+101.8096849,2.9724144,101.8096849,SEMI-D FACTORY,10023,178,1787870,NA,NA,NA,NA,NA,NA,NA,NA,33.38,33.45,57.23,53.4,1424.4,233.67,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,17
1474,PETALING JAYA,2008,3/31/2008,Industrial,TAMAN DESARIA, JALAN PJS 5/26,"JALAN PJS 5/26, PETALING JAYA",2.9724144+101.8096849,2.9724144,101.8096849,SEMI-D FACTORY,8712,226,1972950,NA,NA,NA,NA,NA,NA,NA,NA,33.38,33.45,57.23,53.4,1424.4,233.67,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,17
1475,PETALING JAYA,2008,7/17/2008,Industrial,TAMAN DESARIA,JALAN PJS 5/26,"JALAN PJS 5/26, PETALING JAYA",2.9724144+101.8096849,2.9724144,101.8096849,SEMI-D FACTORY,6908,271,1872978,NA,NA,NA,NA,NA,NA,NA,NA,33.38,33.45,57.23,53.4,1424.4,233.67,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,17
1476,PETALING JAYA,2010,6/30/2010,Commercial,PLAZA GLOMAC,JALAN SS 7/19,"JALAN SS 7/19, PETALING JAYA",2.9737959+101.8655955,2.9737959,101.8655955,OFFICE,1468,231,339000,NA,KL (Selengor),97.2,City,0.000122657,613977,100,6316.635802,40.02,45.4,52.42,61.05,3720.48,6000,5000,8396.39,NA,NA,NA,2,NA,20,0,NA,NA,
1477,PETALING JAYA,2010,9/22/2010,Commercial,KELANA PARKVIEW,BLOK EJALAN SS6/2,"BLOK EJALAN SS6/2, PETALING JAYA",2.9523948+101.8344426,2.9523948,101.8344426,SHOP UNIT,1141,982,1120000,NA,KL (Selengor),97.2,City,0.000122657,613977,100,6316.635802,37.92,44.38,55.62,54.9,3720.48,459.31,717.01,12000,1279.81,NA,NA,NA,11,20,0,1,NA,
1480,PETALING JAYA,2012,4/23/2012,Commercial,TAMAN MEDAN,JALAN MEDAN 32BLOK A,"JALAN MEDAN 32BLOK A, PETALING JAYA",2.9441351+101.84332,2.9441351,101.84332,SHOP UNIT,630,108,68000,NA,KL (Selengor),97.2,City,0.000122657,574047.8,104.05,5905.841564,40.52,43.33,54.94,52.87,104.92,105.88,5000,6186.74,NA,NA,4,3,NA,20,14,NA,NA,11
1481,PETALING JAYA,2012,12/31/2012,Commercial,PLAZA TARAGON KELANA,JALAN SS 6/6 (PLAZA TARAGON KELANA),"JALAN SS 6/6 (PLAZA TARAGON KELANA), PETALING JAYA",2.9315976+101.8664353,2.9315976,101.8664353,SHOP UNIT,1630,3006,4900000,NA,KL (Selengor),97.2,City,0.000122657,574047.8,104.05,5905.841564,43.91,46.48,45.81,56.77,12000,0,333.43,12000,1105.17,NA,4,NA,8,17,0,NA,NA,
1487,PETALING JAYA,2013,9/30/2013,Industrial,TAMAN DESARIA,JALAN PJS 5/26,"JALAN PJS 5/26, PETALING JAYA",2.9724144+101.8096849,2.9724144,101.8096849,SEMI-D FACTORY,6908,594,4100000,NA,KL (Selengor),97.2,City,0.000122657,584791.6,105.35,6016.374486,33.38,33.45,57.23,53.4,1424.4,233.67,5000,12000,NA,NA,NA,NA,NA,20,0,NA,NA,17
1495,PETALING JAYA,2013,10/22/2013,Commercial,TAMAN UNIVERSITI INDAH,JALAN SS 3/33,"JALAN SS 3/33, PETALING JAYA",2.9195681+101.8459069,2.9195681,101.8459069,OFFICE,1636,122,200000,NA,KL (Selengor),97.2,City,0.000122657,584791.6,105.35,6016.374486,45.27,48.63,47.17,58.9,3627.29,475.98,5000,12000,NA,NA,NA,NA,NA,1,0,NA,NA,
1496,PETALING JAYA,2013,10/16/2013,Commercial,TAMAN SRI MANJA,PJS 3/46TAMAN SRI MANJA,"PJS 3/46TAMAN SRI MANJA, PETALING JAYA",2.9464073+101.8647495,2.9464073,101.8647495,SHOP UNIT,2080,385,800000,NA,KL (Selengor),97.2,City,0.000122657,584791.6,105.35,6016.374486,39.63,46.38,58.01,60.05,1399.46,983.96,5000,8581.95,21.23,NA,1,3,NA,3,0,NA,NA,1
1509,PETALING JAYA,2014,12/23/2014,Industrial,TAMAN PETALING UTAMA,JALAN PJS 1/21A,"JALAN PJS 1/21A, PETALING JAYA",2.9455939+101.8319873,2.9455939,101.8319873,TERRACE FACTORY,2002,450,900000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,40.84,44.12,55.26,53.65,1163.97,97.03,260.43,12000,NA,NA,NA,NA,10,20,2,NA,NA,
1511,PETALING JAYA,2014,11/6/14,Industrial,TAMAN PETALING UTAMA,JALAN PJS 1/21A,"JALAN PJS 1/21A, PETALING JAYA",2.9455939+101.8319873,2.9455939,101.8319873,TERRACE FACTORY,2002,599,1200000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,40.84,44.12,55.26,53.65,1163.97,97.03,260.43,12000,NA,NA,NA,NA,10,20,2,NA,NA,
1512,PETALING JAYA,2014,5/23/2014,Residential,BANDAR UTAMA,JALAN BU 12/1,"JALAN BU 12/1, PETALING JAYA",2.9598051+101.8465215,2.9598051,101.8465215,TOWN HOUSE,1001,574,575000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,37.02,41.08,49.43,56.73,1066.67,221.77,5000,12000,NA,NA,5,NA,NA,20,0,1,NA,
1514,PETALING JAYA,2014,2/4/14,Industrial,TAMAN MEDAN,JALAN PJS 3/2,"JALAN PJS 3/2, PETALING JAYA",2.9901613+101.814922,2.9901613,101.814922,TERRACE FACTORY,1800,228,410000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,30.16,33.35,52.45,57.33,3405.46,15.95,5000,2842.48,NA,NA,NA,2,NA,20,12,NA,NA,
1515,PETALING JAYA,2014,12/23/2014,Industrial,TAMAN PETALING UTAMA,JALAN PJS 1/21A,"JALAN PJS 1/21A, PETALING JAYA",2.9455939+101.8319873,2.9455939,101.8319873,TERRACE FACTORY,2002,450,900000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,40.84,44.12,55.26,53.65,1163.97,97.03,260.43,12000,NA,NA,NA,NA,10,20,2,NA,NA,
1516,PETALING JAYA,2014,11/4/14,Commercial,KELANA BUSINESS CENTRE,JALAN SS7/2,"JALAN SS7/2, PETALING JAYA",2.989157+101.8037509,2.989157,101.8037509,OFFICE,1306,360,470000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,31.63,37.28,51.37,59.18,2316.97,367.37,342.84,12000,1814.7,NA,NA,NA,20,20,0,NA,NA,12
1520,PETALING JAYA,2014,11/4/14,Residential,LAMAN 38,JALAN JENJARUM (LAMAN 38 TOWNHOUSE),"JALAN JENJARUM (LAMAN 38 TOWNHOUSE), PETALING JAYA",2.955465+101.844428,2.955465,101.844428,TOWN HOUSE,1755,437,645000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,35.96,37.87,48.36,53.52,606.35,338.53,5000,12000,NA,NA,5,NA,NA,20,15,NA,NA,
1521,PETALING JAYA,2014,6/26/2014,Industrial,TAMAN MEDAN,JALAN PJS 3/6,"JALAN PJS 3/6, PETALING JAYA",2.9486578+101.8694382,2.9486578,101.8694382,TERRACE FACTORY,1800,367,660000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,39.99,46.5,58.36,60.17,606.35,687.21,5000,12000,577.09,NA,NA,NA,NA,3,2,1,NA,
1526,PETALING JAYA,2014,7/14/2014,Industrial,THE HIGHWAY CENTRE,JALAN 51/205 HIGHWAY CENTRE,"JALAN 51/205 HIGHWAY CENTRE, PETALING JAYA",2.9303976+101.8618769,2.9303976,101.8618769,MULTI-STOREY FACTORY,1938,361,700000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,43.73,47.25,45.63,57.52,288.64,13.26,163.11,8294.32,NA,NA,4,3,8,20,0,NA,NA,4
1529,PETALING JAYA,2014,8/15/2014,Commercial,PLAZA TARAGON KELANA,JALAN SS 6/6 (PLAZA TARAGON KELANA),"JALAN SS 6/6 (PLAZA TARAGON KELANA), PETALING JAYA",2.9315976+101.8664353,2.9315976,101.8664353,OFFICE,1076,520,560000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,43.91,46.48,45.81,56.77,12000,0,333.43,12000,1105.17,NA,4,NA,8,17,0,NA,NA,
1531,PETALING JAYA,2014,8/13/2014,Residential,LAMAN 38,JALAN JENJARUM (LAMAN 38 TOWNHOUSE),"JALAN JENJARUM (LAMAN 38 TOWNHOUSE), PETALING JAYA",2.955465+101.844428,2.955465,101.844428,TOWN HOUSE,1496,485,725000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,35.96,37.87,48.36,53.52,606.35,338.53,5000,12000,NA,NA,5,NA,NA,20,15,NA,NA,
1532,PETALING JAYA,2014,7/14/2014,Industrial,THE HIGHWAY CENTRE,JALAN 51/205 HIGHWAY CENTRE,"JALAN 51/205 HIGHWAY CENTRE, PETALING JAYA",2.9303976+101.8618769,2.9303976,101.8618769,MULTI-STOREY FACTORY,1938,361,700000,NA,KL (Selengor),97.2,City,0.000122657,520698,109.15,5356.975309,43.73,47.25,45.63,57.52,288.64,13.26,163.11,8294.32,NA,NA,4,3,8,20,0,NA,NA,4
1534,PETALING JAYA,2015,3/30/2015,Industrial,TAMAN PETALING UTAMA,JALAN PETALING UTAMA (JALAN PJS 1/28),"JALAN PETALING UTAMA (JALAN PJS 1/28), PETALING JAYA",2.9240619+101.837249,2.9240619,101.837249,TERRACE FACTORY,2340,477,1115000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,41.23,42.55,43.36,53.2,3097.62,609.01,5000,12000,NA,NA,NA,NA,NA,5,0,NA,NA,
1540,PETALING JAYA,2015,5/7/15,Industrial,TAMAN MEDAN,JALAN PJS 3/6,"JALAN PJS 3/6, PETALING JAYA",2.9486578+101.8694382,2.9486578,101.8694382,TERRACE FACTORY,1800,194,350000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,39.99,46.5,58.36,60.17,606.35,687.21,5000,12000,577.09,NA,NA,NA,NA,3,2,1,NA,
1543,PETALING JAYA,2015,2/10/15,Industrial,TAMAN MEDAN,JALAN PJS 3/7 (MEDAN 7),"JALAN PJS 3/7 (MEDAN 7), PETALING JAYA",2.9252041+101.8517239,2.9252041,101.8517239,TERRACE FACTORY,1800,361,650000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,41.81,43.57,43.71,53.85,735.18,135.94,5000,12000,1052.91,NA,4,NA,NA,12,1,NA,NA,
1545,PETALING JAYA,2015,6/22/2015,Industrial,TAMAN MEDAN,JALAN PJS 3/7,"JALAN PJS 3/7, PETALING JAYA",2.9493651+101.8306464,2.9493651,101.8306464,TERRACE FACTORY,1800,317,570000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,41.18,44.58,55.61,54.13,1124.41,176.99,556.08,12000,NA,NA,NA,NA,11,16,0,NA,NA,4
1548,PETALING JAYA,2015,3/30/2015,Commercial,PLAZA KELANA JAYA,JALAN SS 7/13A,"JALAN SS 7/13A, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,SHOP UNIT,1410,582,820000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,0,1,1,NA,
1550,PETALING JAYA,2015,7/31/2015,Residential,LAMAN 38,LAMAN 38 P/L 13503 JALAN JENJARUM,"LAMAN 38 P/L 13503 JALAN JENJARUM, PETALING JAYA",3.3972363+101.5416923,3.3972363,101.5416923,TOWN HOUSE,1453,502,730000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,50.51,39.08,106.99,81.12,1854.11,1700.79,5000,12000,NA,NA,1,NA,NA,0,0,NA,NA,
1551,PETALING JAYA,2015,9/3/15,Industrial,TAMAN PETALING UTAMA,JALAN PETALING UTAMA 3 (PJS 1/28),"JALAN PETALING UTAMA 3 (PJS 1/28), PETALING JAYA",3.3633331+101.5595606,3.3633331,101.5595606,TERRACE FACTORY,2340,641,1500000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,43.02,33.73,99.49,75.77,4669.57,6000,1796.13,12000,NA,NA,NA,NA,1,12,0,NA,NA,
1555,PETALING JAYA,2015,6/23/2015,Commercial,TAMAN SRI MANJA,PJS 3/55,"PJS 3/55, PETALING JAYA",3.3560896+101.6310526,3.3560896,101.6310526,SHOP UNIT,700,271,190000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,40.77,51.35,110.24,93.58,6449.32,6000,5000,2874.07,NA,NA,NA,2,NA,0,1,NA,NA,
1556,PETALING JAYA,2015,11/18/2015,Industrial,TAMAN PETALING UTAMA,JALAN PJS 1/21A,"JALAN PJS 1/21A, PETALING JAYA",2.9455939+101.8319873,2.9455939,101.8319873,TERRACE FACTORY,2000,600,1200000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,40.84,44.12,55.26,53.65,1163.97,97.03,260.43,12000,NA,NA,NA,NA,10,20,2,NA,NA,
1557,PETALING JAYA,2015,12/9/15,Residential,LAMAN 38,JALAN JEJAROM(LAMAN 38 TOWNHOUSE),"JALAN JEJAROM(LAMAN 38 TOWNHOUSE), PETALING JAYA",3.3740962+101.621481,3.3740962,101.621481,TOWN HOUSE,1475,414,610000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,39.33,46.78,108.8,89.02,12000,662.46,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1559,PETALING JAYA,2015,10/28/2015,Industrial,TAMAN PETALING UTAMA,JALAN PJS 1/21A,"JALAN PJS 1/21A, PETALING JAYA",2.9455939+101.8319873,2.9455939,101.8319873,TERRACE FACTORY,2002,649,1300000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,40.84,44.12,55.26,53.65,1163.97,97.03,260.43,12000,NA,NA,NA,NA,10,20,2,NA,NA,
1563,PETALING JAYA,2015,12/17/2015,Residential,LAMAN 38,JALAN JENJARUM (LAMAN 38 TOWNHOUSE),"JALAN JENJARUM (LAMAN 38 TOWNHOUSE), PETALING JAYA",2.955465+101.844428,2.955465,101.844428,TOWN HOUSE,1528,487,750000,NA,KL (Selengor),97.2,City,0.000122657,606279.2,113,6237.440329,35.96,37.87,48.36,53.52,606.35,338.53,5000,12000,NA,NA,5,NA,NA,20,15,NA,NA,
1564,PETALING JAYA,2016,8/29/2016,Residential,DESA PERANGSANG,JALAN PJS 3/52 (P/PURI SURIA),"JALAN PJS 3/52 (P/PURI SURIA), PETALING JAYA",3.4295015+101.5578989,3.4295015,101.5578989,APARTMENT,0,294,250000,850,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,46.93,34.78,103.4,76.82,1065.81,6000,5000,8668.37,NA,NA,2,2,NA,0,0,NA,NA,
1565,PETALING JAYA,2016,2/26/2016,Residential,SEKSYEN 6,JALAN 6/30C,"JALAN 6/30C, PETALING JAYA",3.4036285+101.6314821,3.4036285,101.6314821,SEMI-D,3841,351,1350000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,42.29,49.43,111.76,91.67,4544.85,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1566,PETALING JAYA,2016,12/16/2016,Commercial,PHILEO DAMANSARA,BLOCK AJALAN 16/11,"BLOCK AJALAN 16/11, PETALING JAYA",3.3651703+101.6149207,3.3651703,101.6149207,OFFICE,2443,510,1247000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,38.07,46.5,107.54,88.73,5684.91,6000,794.17,12000,NA,NA,NA,NA,3,0,0,1,NA,
1567,PETALING JAYA,2016,11/28/2016,Industrial,TAMAN MEDAN,JALAN MEDAN 3 @ JALANPJS 3/2,"JALAN MEDAN 3 @ JALANPJS 3/2, PETALING JAYA",3.357243+101.6181103,3.357243,101.6181103,TERRACE FACTORY,1800,294,530000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,39.35,49.57,108.82,91.8,4743.8,3632,5000,2121.27,1862.67,NA,NA,2,NA,0,0,1,NA,1
1569,PETALING JAYA,2016,10/28/2016,Residential,DESA PERANGSANG,JALAN PJS 3/52 (DESA PERANGSANG),"JALAN PJS 3/52 (DESA PERANGSANG), PETALING JAYA",3.3543315+101.6318262,3.3543315,101.6318262,APARTMENT,0,123,80000,650,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,41.04,52.05,110.51,94.28,12000,6000,5000,3080.16,NA,NA,NA,2,NA,0,0,NA,NA,
1570,PETALING JAYA,2016,4/12/16,Residential,SEKSYEN 4 PETALING JAYA,JALAN 4/53A,"JALAN 4/53A, PETALING JAYA",3.3630682+101.5590091,3.3630682,101.5590091,BUNGALOW,5000,240,1200000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,42.94,33.55,99.42,75.58,4675.57,847.56,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,
1571,PETALING JAYA,2016,9/7/16,Commercial,KELANA CENTRE POINT,BLOCK AJALAN SS 7/19,"BLOCK AJALAN SS 7/19, PETALING JAYA",3.3633331+101.5595606,3.3633331,101.5595606,OFFICE,1195,289,345000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,43.02,33.73,99.49,75.77,4669.57,6000,1796.13,12000,NA,NA,NA,NA,1,0,0,NA,NA,
1572,PETALING JAYA,2016,10/10/16,Industrial,TAMAN MEDAN,JALAN PJS 3/6,"JALAN PJS 3/6, PETALING JAYA",2.9486578+101.8694382,2.9486578,101.8694382,TERRACE FACTORY,1800,350,630000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,39.99,46.5,58.36,60.17,606.35,687.21,5000,12000,577.09,NA,NA,NA,NA,3,2,1,NA,
1573,PETALING JAYA,2016,11/28/2016,Industrial,TAMAN MEDAN,JALAN MEDAN 3 @ JALANPJS 3/2,"JALAN MEDAN 3 @ JALANPJS 3/2, PETALING JAYA",3.357243+101.6181103,3.357243,101.6181103,TERRACE FACTORY,1800,294,530000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,39.35,49.57,108.82,91.8,4743.8,3632,5000,2121.27,1862.67,NA,NA,2,NA,0,0,1,NA,1
1574,PETALING JAYA,2016,12/6/16,Residential,SS 21 DAMANSARA UTAMA, JALAN SS21/54,"JALAN SS21/54, PETALING JAYA",3.3591354+101.6257809,3.3591354,101.6257809,TERRACE HOUSE,1540,638,970000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,40.27,50.82,109.75,93.05,932.76,1615.9,5000,12000,NA,NA,NA,NA,NA,0,1,NA,NA,
1575,PETALING JAYA,2016,6/17/2016,Residential,IMPIAN BAIDURI,JALAN 224 SEKSYEN 51AIMPIAN BAIDURI,"JALAN 224 SEKSYEN 51AIMPIAN BAIDURI, PETALING JAYA",3.4033938+101.6299803,3.4033938,101.6299803,FLAT,0,201,130000,646,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,42.15,49.08,111.62,91.32,4395.8,6000,5000,3502.45,NA,NA,NA,2,NA,0,0,NA,NA,
1576,PETALING JAYA,2016,9/22/2016,Residential,SEKSYEN 3,JALAN 3/58,"JALAN 3/58, PETALING JAYA",3.3643173+101.5952497,3.3643173,101.5952497,SEMI-D,4250,212,900000,940,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,36.41,43.83,105.88,86.07,4440.48,6000,5000,12000,1069.55,NA,NA,NA,NA,0,3,NA,NA,
1577,PETALING JAYA,2016,8/11/16,Residential,SEKSYEN 4 PETALING JAYA,JALAN 4/42,"JALAN 4/42, PETALING JAYA",3.401+101.5585519,3.401,101.5585519,BUNGALOW,4465,148,660000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,48.73,38.83,105.21,80.87,203.2,6000,5000,12000,NA,NA,1,NA,NA,20,0,2,NA,4
1578,PETALING JAYA,2016,6/21/2016,Industrial,SEKSYEN 51 / SEKSYEN 51,JALAN 51A/225,"JALAN 51A/225, PETALING JAYA",3.3722282+101.6196272,3.3722282,101.6196272,DETACHED FACTORY,43208,699,30188679,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,39.05,46.8,108.52,89.05,427.31,6000,1051.49,701.47,NA,NA,NA,2,3,0,0,NA,NA,
1579,PETALING JAYA,2016,11/14/2016,Residential,SEA PARK APARTMENT,JALAN 21/13SEA PARK APARTMENT,"JALAN 21/13SEA PARK APARTMENT, PETALING JAYA",3.3593174+101.6184132,3.3593174,101.6184132,APARTMENT,0,448,415000,926,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,39.13,48.83,108.61,91.07,4904.04,6000,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,1
1580,PETALING JAYA,2016,8/5/16,Residential,DESA PERANGSANG,JALAN PJS 3/56 (DESA PERANGSANG),"JALAN PJS 3/56 (DESA PERANGSANG), PETALING JAYA",3.3975851+101.5629519,3.3975851,101.5629519,APARTMENT,0,173,130000,750,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,49.65,40.52,106.12,82.55,815.2,6000,5000,12000,NA,NA,1,NA,NA,0,7,NA,NA,
1581,PETALING JAYA,2016,11/8/16,Residential,IMPIAN BAIDURI,JALAN 224 (IMPIAN BAIDURI),"JALAN 224 (IMPIAN BAIDURI), PETALING JAYA",3.363928+101.6028641,3.363928,101.6028641,FLAT,0,183,120000,654,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,37.23,45.12,106.7,87.35,4774.61,2607.63,5000,12000,386.68,NA,NA,NA,NA,6,3,NA,NA,3
1582,PETALING JAYA,2016,11/29/2016,Residential,DESA PERANGSANG,JALAN PJS 3/56 (DESA PERANGSANG),"JALAN PJS 3/56 (DESA PERANGSANG), PETALING JAYA",3.3975851+101.5629519,3.3975851,101.5629519,APARTMENT,0,267,200000,750,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,49.65,40.52,106.12,82.55,815.2,6000,5000,12000,NA,NA,1,NA,NA,0,7,NA,NA,
1584,PETALING JAYA,2016,1/8/16,Industrial,THE HIGHWAY CENTRE, JALAN 51/205,"JALAN 51/205, PETALING JAYA",3.4441334+101.5543441,3.4441334,101.5543441,MULTI-STOREY FACTORY,1249,216,270000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,50.47,41.45,106.94,83.48,1225.5,497.08,5000,12000,NA,NA,NA,NA,NA,1,1,NA,NA,4
1585,PETALING JAYA,2016,10/24/2016,Residential,SEKSYEN 3,JALAN 3/65,"JALAN 3/65, PETALING JAYA",3.417277+101.581397,3.417277,101.581397,SEMI-D,4244,271,1150000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,52.07,42.12,108.55,84.15,666.96,6000,5000,5892.21,NA,NA,NA,2,NA,4,3,NA,NA,6
1586,PETALING JAYA,2016,10/28/2016,Residential,SEKSYEN 6,LORONG TEMPLER 6/1,"LORONG TEMPLER 6/1, PETALING JAYA",3.4295379+101.5597305,3.4295379,101.5597305,SEMI-D,4751,316,1500000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,47.13,35.65,103.6,77.68,3936.18,6000,5000,12000,NA,341.86,NA,NA,NA,8,0,NA,1,
1588,PETALING JAYA,2016,5/18/2016,Industrial,THE HIGHWAY CENTRE,JALAN 51/205THE HIGHWAY CENTRE,"JALAN 51/205THE HIGHWAY CENTRE, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,MULTI-STOREY FACTORY,2949,102,300000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,16,1,1,NA,
1589,PETALING JAYA,2016,12/28/2016,Residential,SS 21 DAMANSARA UTAMA,JALAN SS 21/20,"JALAN SS 21/20, PETALING JAYA",3.4007506+101.5657274,3.4007506,101.5657274,TERRACE HOUSE,1610,705,1125000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,49.68,41.18,106.15,83.22,932.76,6000,671.57,6086.1,NA,NA,1,2,3,20,8,2,NA,7
1590,PETALING JAYA,2016,5/18/2016,Industrial,THE HIGHWAY CENTRE,JALAN 51/205THE HIGHWAY CENTRE,"JALAN 51/205THE HIGHWAY CENTRE, PETALING JAYA",2.9450489+101.8298044,2.9450489,101.8298044,MULTI-STOREY FACTORY,3122,96,300000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,41.2,45.7,55.62,55.23,1399.46,260.51,5000,4702.45,NA,NA,NA,3,NA,16,1,1,NA,
1591,PETALING JAYA,2016,12/19/2016,Residential,SEKSYEN 11,JALAN 11/6,"JALAN 11/6, PETALING JAYA",3.4509526+101.5684894,3.4509526,101.5684894,BUNGALOW,7522,279,2100000,NA,KL (Selengor),97.2,City,0.000122657,617022.9,115.83,6347.972222,50.54,41.95,107.02,83.98,1586.71,2208.47,5000,12000,NA,NA,NA,NA,NA,0,0,NA,NA,2
